Date,Open,High,Low,Close,Adj Close,Volume
2020-06-18,1.255162,1.256329,1.240464,1.255272,1.255272,0
2020-06-19,1.242483,1.245485,1.235086,1.242684,1.242684,0
2020-06-22,1.234553,1.245501,1.233730,1.234812,1.234812,0
2020-06-23,1.249938,1.253164,1.243379,1.250156,1.250156,0
2020-06-24,1.252803,1.254301,1.241696,1.252489,1.252489,0
2020-06-25,1.241511,1.246417,1.239357,1.241295,1.241295,0
2020-06-26,1.242421,1.243688,1.231724,1.242545,1.242545,0
2020-06-29,1.234096,1.239004,1.225415,1.234217,1.234217,0
2020-06-30,1.231072,1.239203,1.226001,1.231057,1.231057,0
2020-07-01,1.238866,1.247738,1.236033,1.238927,1.238927,0
2020-07-02,1.246821,1.252976,1.246184,1.246479,1.246479,0
2020-07-03,1.246696,1.248626,1.244075,1.246640,1.246640,0
2020-07-06,1.247754,1.251987,1.247676,1.247552,1.247552,0
2020-07-07,1.249453,1.259097,1.246385,1.249547,1.249547,0
2020-07-08,1.253793,1.260033,1.251016,1.254280,1.254280,0
2020-07-09,1.261273,1.266945,1.260224,1.261352,1.261352,0
2020-07-10,1.260653,1.266400,1.256913,1.260509,1.260509,0
2020-07-13,1.262690,1.266641,1.259303,1.262751,1.262751,0
2020-07-14,1.254973,1.255966,1.248190,1.255178,1.255178,0
2020-07-15,1.257118,1.264974,1.256439,1.256929,1.256929,0
2020-07-16,1.259034,1.262435,1.252097,1.259100,1.259100,0
2020-07-17,1.256013,1.257229,1.251345,1.255950,1.255950,0
2020-07-20,1.257229,1.265935,1.251909,1.257118,1.257118,0
2020-07-21,1.266464,1.275136,1.265278,1.266175,1.266175,0
2020-07-22,1.273447,1.274080,1.264574,1.273075,1.273075,0
2020-07-23,1.273091,1.275982,1.267427,1.272993,1.272993,0
2020-07-24,1.273058,1.279476,1.272006,1.273075,1.273075,0
2020-07-27,1.279803,1.289956,1.279803,1.279591,1.279591,0
2020-07-28,1.288876,1.294884,1.284142,1.288975,1.288975,0
2020-07-29,1.292725,1.299376,1.291272,1.292374,1.292374,0
2020-07-30,1.298263,1.306984,1.294565,1.298246,1.298246,0
2020-07-31,1.311751,1.316968,1.310668,1.311785,1.311785,0
