Date,Open,High,Low,Close,Adj Close,Volume
2021-01-13,1.220927,1.222494,1.215539,1.220889,1.220889,0
2021-01-14,1.216175,1.217285,1.211314,1.216249,1.216249,0
2021-01-15,1.215300,1.216249,1.208474,1.215126,1.215126,0
2021-01-18,1.206724,1.208620,1.205545,1.206811,1.206811,0
2021-01-19,1.207846,1.214491,1.207846,1.207729,1.207729,0
2021-01-20,1.213946,1.216001,1.207773,1.213887,1.213887,0
2021-01-21,1.211534,1.217196,1.210991,1.211563,1.211563,0
2021-01-22,1.216619,1.218800,1.215200,1.216629,1.216629,0
2021-01-25,1.216856,1.218600,1.211725,1.216945,1.216945,0
2021-01-26,1.214329,1.217500,1.210844,1.214624,1.214624,0
2021-01-27,1.216323,1.217137,1.206200,1.216299,1.216299,0
2021-01-28,1.210478,1.214400,1.208240,1.210507,1.210507,0
2021-01-29,1.212136,1.215701,1.209599,1.212004,1.212004,0
2021-02-01,1.212283,1.213607,1.206913,1.212386,1.212386,0
2021-02-02,1.206768,1.208795,1.201836,1.206869,1.206869,0
2021-02-03,1.203905,1.204999,1.200495,1.203905,1.203905,0
2021-02-04,1.204181,1.204384,1.196716,1.204239,1.204239,0
2021-02-05,1.196745,1.203978,1.195357,1.196673,1.196673,0
2021-02-08,1.204935,1.206855,1.202140,1.204877,1.204877,0
2021-02-09,1.205255,1.211475,1.205020,1.205360,1.205360,0
2021-02-10,1.211695,1.214373,1.211020,1.211999,1.211999,0
2021-02-11,1.211945,1.215099,1.211431,1.212121,1.212121,0
2021-02-12,1.213003,1.213592,1.208399,1.213151,1.213151,0
2021-02-15,1.212106,1.214699,1.211739,1.212209,1.212209,0
2021-02-16,1.213239,1.217100,1.209585,1.213220,1.213220,0
2021-02-17,1.208854,1.209834,1.202559,1.209248,1.209248,0
2021-02-18,1.204587,1.208900,1.203630,1.204800,1.204800,0
2021-02-19,1.209175,1.214772,1.208300,1.209190,1.209190,0
2021-02-22,1.212445,1.215510,1.209219,1.212636,1.212636,0
2021-02-23,1.216693,1.217878,1.213681,1.216680,1.216680,0
2021-02-24,1.215200,1.217404,1.211130,1.215214,1.215214,0
2021-02-25,1.216951,1.224155,1.215658,1.217137,1.217137,0
2021-02-26,1.216012,1.218249,1.209175,1.216042,1.216042,0
2021-03-01,1.209090,1.210156,1.202993,1.208956,1.208956,0
2021-03-02,1.204906,1.208036,1.199400,1.205110,1.205110,0
2021-03-03,1.208503,1.211050,1.204471,1.208547,1.208547,0
2021-03-04,1.204834,1.206401,1.202501,1.205066,1.205066,0
2021-03-05,1.196859,1.196859,1.189796,1.196774,1.196774,0
2021-03-08,1.192464,1.193218,1.184834,1.192563,1.192563,0
2021-03-09,1.185199,1.191600,1.183614,1.185171,1.185171,0
